block,d,date,store_id,dept_id,state_id,actual_sales,expected_sales,residual,prior_residual_count,prior_residual_median,prior_residual_mad,prior_robust_scale,anomaly_score,undefined_score_reason,direction,severity_rank
development_2,d_1550,2015-04-27,CA_2,FOODS_2,CA,158.0,98.51320604481916,59.48679395518084,28,-28.259439582196656,10.54799515136446,15.63845761141295,5.610926327756279,,spike,1
development_2,d_1550,2015-04-27,CA_3,FOODS_2,CA,737.0,566.0529121106238,170.94708788937623,28,-17.860305374942016,38.039923491925606,56.3979905691289,3.3477680917175716,,spike,2
development_2,d_1551,2015-04-28,CA_2,FOODS_2,CA,139.0,97.05011095419374,41.94988904580626,28,-28.259439582196656,10.54799515136446,15.63845761141295,4.48953025755968,,spike,1
development_2,d_1551,2015-04-28,TX_3,HOUSEHOLD_2,TX,127.0,147.61609476972163,-20.616094769721627,28,17.504817288139733,7.643783190082331,11.332672957616063,-3.363805891199075,,drop,2
development_2,d_1552,2015-04-29,CA_3,HOBBIES_2,CA,103.0,53.39929198846999,49.60070801153001,28,-2.657450566893786,10.607694323190213,15.726967603561809,3.3228375549389755,,spike,1
development_2,d_1552,2015-04-29,TX_1,HOBBIES_2,TX,48.0,27.683429710591483,20.316570289408517,28,-8.732399350168738,6.1744769619827515,9.154279543835626,3.17326661267827,,spike,3
development_2,d_1552,2015-04-29,WI_1,HOUSEHOLD_2,WI,98.0,145.7566026913627,-47.7566026913627,28,11.670122406058766,12.217690031067264,18.113947240060323,-3.280716472773803,,drop,2
development_2,d_1553,2015-04-30,TX_3,HOUSEHOLD_2,TX,125.0,151.3935019558597,-26.393501955859705,28,17.504817288139733,7.643783190082331,11.332672957616063,-3.873606818813015,,drop,1
development_2,d_1553,2015-04-30,WI_3,HOBBIES_2,WI,12.0,37.36980054422185,-25.369800544221853,28,2.1221642366174187,5.260523533645223,7.799252190982408,-3.524948816583444,,drop,2
development_2,d_1554,2015-05-01,TX_3,FOODS_1,TX,550.0,294.4214477722128,255.5785522277872,28,2.3349412319241907,37.59818046791423,55.74306236172964,4.543051642059178,,spike,1
development_2,d_1555,2015-05-02,CA_3,HOUSEHOLD_2,CA,320.0,410.5698839554332,-90.56988395543324,28,23.85857470850374,24.10115208162597,35.73236807621866,-3.202375460250946,,drop,2
development_2,d_1555,2015-05-02,TX_3,HOUSEHOLD_2,TX,179.0,203.3671301683573,-24.367130168357335,28,17.504817288139733,7.643783190082331,11.332672957616063,-3.694798889290919,,drop,1
development_2,d_1556,2015-05-03,CA_2,FOODS_2,CA,188.0,146.48980626177772,41.51019373822229,28,-28.259439582196656,10.54799515136446,15.63845761141295,4.461413974067432,,spike,1
development_2,d_1556,2015-05-03,TX_3,FOODS_2,TX,657.0,577.4501270290754,79.54987297092464,28,-28.89174574873985,22.550614507276492,33.433541068488125,3.2434978543709563,,spike,3
development_2,d_1556,2015-05-03,WI_2,FOODS_3,WI,2922.0,2364.1794696073052,557.8205303926948,28,-76.95283291566568,123.12135013865918,182.53971371557608,3.477453483341337,,spike,2
development_2,d_1556,2015-05-03,WI_3,FOODS_3,WI,2535.0,2105.3025169767184,429.6974830232816,28,-27.94179603935947,96.23655862560622,142.6803218183238,3.207444959686575,,spike,4
development_2,d_1557,2015-05-04,CA_1,FOODS_2,CA,652.0,521.1290378568286,130.87096214317137,28,-13.942145869448836,30.649250805880683,45.4405792447987,3.1868675624155047,,spike,2
development_2,d_1557,2015-05-04,CA_3,FOODS_2,CA,939.0,742.0682688200428,196.9317311799572,28,-17.860305374942016,38.039923491925606,56.3979905691289,3.8085051326717294,,spike,1
development_2,d_1558,2015-05-05,CA_2,FOODS_2,CA,135.0,103.42024126179918,31.579758738200823,28,-28.259439582196656,10.54799515136446,15.63845761141295,3.8264130521878847,,spike,2
development_2,d_1558,2015-05-05,CA_4,HOBBIES_1,CA,460.0,290.23656439585244,169.76343560414756,28,27.01641873204835,26.09272466353684,38.68507358615972,3.689976614731568,,spike,3
development_2,d_1558,2015-05-05,TX_3,FOODS_2,TX,562.0,452.1157484674849,109.88425153251512,28,-28.89174574873985,22.550614507276492,33.433541068488125,4.150801645478544,,spike,1
development_2,d_1558,2015-05-05,WI_3,HOBBIES_2,WI,55.0,24.34580232820323,30.65419767179677,28,2.1221642366174187,5.260523533645223,7.799252190982408,3.658303736884985,,spike,4
development_2,d_1559,2015-05-06,TX_3,FOODS_2,TX,610.0,463.0563633551482,146.94363664485178,28,-28.89174574873985,22.550614507276492,33.433541068488125,5.259250943039368,,spike,1
development_2,d_1559,2015-05-06,WI_3,HOBBIES_2,WI,64.0,26.339572544219095,37.660427455780905,28,2.1221642366174187,5.260523533645223,7.799252190982408,4.556624449232872,,spike,2
development_2,d_1562,2015-05-09,CA_4,HOBBIES_2,CA,46.0,23.12647538154534,22.87352461845466,28,-6.67517811325286,3.0250125967028314,4.484883675871617,6.588510397867758,,spike,1
development_2,d_1562,2015-05-09,CA_4,HOUSEHOLD_2,CA,175.0,147.38029813739854,27.61970186260146,28,-14.919841156347983,9.086825999543557,13.472128226923276,3.1575963576368435,,spike,3
development_2,d_1562,2015-05-09,TX_1,HOBBIES_2,TX,73.0,37.539768746332065,35.460231253667935,28,-8.732399350168738,6.1744769619827515,9.154279543835626,4.827537808105873,,spike,2
development_2,d_1563,2015-05-10,CA_3,HOBBIES_2,CA,122.0,52.25463046736086,69.74536953263913,28,-2.657450566893786,10.607694323190213,15.726967603561809,4.6037368375538135,,spike,1
development_2,d_1563,2015-05-10,TX_3,FOODS_2,TX,512.0,399.23476172693216,112.76523827306784,28,-28.89174574873985,22.550614507276492,33.433541068488125,4.236972199014917,,spike,2
development_2,d_1565,2015-05-12,WI_2,FOODS_2,WI,1302.0,896.7958930750351,405.2041069249649,28,29.068813291958293,49.95675386777094,74.0658832843572,5.078388010157529,,spike,1
development_2,d_1566,2015-05-13,TX_1,HOBBIES_2,TX,55.0,28.83508910990688,26.16491089009312,28,-8.732399350168738,6.1744769619827515,9.154279543835626,3.8121307169127534,,spike,1
development_2,d_1567,2015-05-14,TX_1,HOBBIES_2,TX,55.0,28.91642526681096,26.08357473318904,28,-8.732399350168738,6.1744769619827515,9.154279543835626,3.803245675057236,,spike,1
development_2,d_1568,2015-05-15,CA_4,HOBBIES_2,CA,41.0,21.007232006815464,19.992767993184536,28,-6.67517811325286,3.0250125967028314,4.484883675871617,5.946184568823761,,spike,1
development_2,d_1569,2015-05-16,TX_1,HOUSEHOLD_1,TX,1196.0,852.3734605418899,343.6265394581101,28,71.0564213223717,49.39437244698297,73.23209658989695,3.72200347700194,,spike,1
development_2,d_1569,2015-05-16,TX_3,FOODS_2,TX,571.0,492.1329770947113,78.8670229052887,28,-28.89174574873985,22.550614507276492,33.433541068488125,3.223073751993134,,spike,2
development_2,d_1571,2015-05-18,TX_1,FOODS_2,TX,421.0,318.2392810032861,102.76071899671388,28,-20.489484142168124,25.750504290604,38.17769766124949,3.2283299069650666,,spike,1
development_2,d_1574,2015-05-21,TX_3,HOUSEHOLD_2,TX,123.0,149.4143013864235,-26.41430138642349,28,17.504817288139733,7.643783190082331,11.332672957616063,-3.875442169629329,,drop,1
development_2,d_1575,2015-05-22,CA_3,HOBBIES_1,CA,748.0,517.4486582508529,230.55134174914713,28,-18.722542189764457,49.017892025299375,72.67392671670885,3.430031858751891,,spike,1
development_2,d_1576,2015-05-23,CA_2,FOODS_2,CA,53.0,136.2065673421016,-83.20656734210161,28,-28.259439582196656,10.54799515136446,15.63845761141295,-3.513589966813897,,drop,3
development_2,d_1576,2015-05-23,TX_3,HOBBIES_1,TX,545.0,367.50419624936967,177.49580375063033,28,21.802174429211902,31.383611285530435,46.52934209192742,3.346138636858792,,spike,4
development_2,d_1576,2015-05-23,WI_1,HOUSEHOLD_2,WI,142.0,213.4050080399782,-71.40500803997821,28,11.670122406058766,12.217690031067264,18.113947240060323,-4.586252203622976,,drop,1
development_2,d_1576,2015-05-23,WI_3,FOODS_2,WI,226.0,393.8390029424162,-167.8390029424162,28,42.637885370010224,36.97104792864087,54.813275659002954,-3.839888891549142,,drop,2
development_2,d_1576,2015-05-23,WI_3,HOBBIES_2,WI,12.0,34.519642555035176,-22.519642555035176,28,2.1221642366174187,5.260523533645223,7.799252190982408,-3.159508910372684,,drop,5
development_2,d_1577,2015-05-24,TX_3,FOODS_3,TX,1485.0,2000.1623375546671,-515.1623375546671,28,37.17821673819208,85.3247671818001,126.5024998237368,-4.3662422091458035,,drop,1
development_2,d_1577,2015-05-24,WI_1,HOUSEHOLD_2,WI,162.0,206.22061407181613,-44.22061407181613,28,11.670122406058766,12.217690031067264,18.113947240060323,-3.0855084061561375,,drop,3
development_2,d_1577,2015-05-24,WI_3,HOBBIES_2,WI,12.0,35.85759889450831,-23.857598894508307,28,2.1221642366174187,5.260523533645223,7.799252190982408,-3.3310582213463813,,drop,2
development_3,d_1635,2015-07-21,CA_2,FOODS_2,CA,339.0,303.13477977695175,35.865220223048254,56,-27.882194896998143,13.55541214377849,20.09725404436599,3.1719465246008163,,spike,1
development_3,d_1636,2015-07-22,CA_4,HOBBIES_1,CA,213.0,331.8538236873857,-118.85382368738571,56,26.29140129302044,32.6166344121724,48.3574221794868,-3.0015087330684205,,drop,1
development_3,d_1639,2015-07-25,CA_4,HOBBIES_1,CA,279.0,406.1951098958448,-127.19510989584478,56,26.29140129302044,32.6166344121724,48.3574221794868,-3.174001099958842,,drop,1
development_3,d_1640,2015-07-26,CA_2,FOODS_2,CA,520.0,417.261353057269,102.738646942731,56,-27.882194896998143,13.55541214377849,20.09725404436599,6.499437263985179,,spike,1
development_3,d_1640,2015-07-26,TX_1,FOODS_3,TX,2082.0,1743.5666646504442,338.4333353495558,56,-73.20573136505448,88.77086946284862,131.61169106561937,3.1276785776529077,,spike,2
development_3,d_1640,2015-07-26,TX_3,HOUSEHOLD_2,TX,147.0,182.4088288977347,-35.408828897734736,56,12.302088516960126,10.593005904121055,15.705190553449878,-3.0379075791738455,,drop,3
development_3,d_1641,2015-07-27,CA_2,FOODS_2,CA,418.0,287.9039313167776,130.09606868322243,56,-27.882194896998143,13.55541214377849,20.09725404436599,7.860688989225759,,spike,1
development_3,d_1642,2015-07-28,WI_2,FOODS_1,WI,158.0,303.1569798467724,-145.1569798467724,56,34.13171483628824,35.944882012862905,53.29188207227054,-3.36427777949224,,drop,1
development_3,d_1645,2015-07-31,TX_2,FOODS_3,TX,2101.0,1789.5069047731088,311.4930952268912,56,-106.16081825714036,87.26316426521032,129.37636733960082,3.2282086912189247,,spike,1
development_3,d_1646,2015-08-01,TX_3,HOUSEHOLD_2,TX,175.0,216.41574654280765,-41.415746542807625,56,12.302088516960126,10.593005904121055,15.705190553449878,-3.4203873475427415,,drop,1
development_3,d_1647,2015-08-02,CA_1,HOUSEHOLD_1,CA,1389.0,1130.0531426168964,258.94685738310363,56,6.783911882279142,52.77075767518164,78.2379253292243,3.2230269966863987,,spike,5
development_3,d_1647,2015-08-02,CA_2,FOODS_2,CA,595.0,506.19783442815185,88.80216557184815,56,-27.882194896998143,13.55541214377849,20.09725404436599,5.8059852461066574,,spike,1
development_3,d_1647,2015-08-02,CA_4,HOBBIES_1,CA,334.0,476.65127904617,-142.65127904617003,56,26.29140129302044,32.6166344121724,48.3574221794868,-3.493624612828429,,drop,2
development_3,d_1647,2015-08-02,TX_3,HOUSEHOLD_2,TX,174.0,214.36999619363115,-40.36999619363115,56,12.302088516960126,10.593005904121055,15.705190553449878,-3.3538010590403866,,drop,3
development_3,d_1647,2015-08-02,WI_1,FOODS_1,WI,268.0,404.0372144667663,-136.03721446676627,56,20.927500717928663,31.828049485437504,47.18826616710964,-3.3263505514025393,,drop,4
development_3,d_1648,2015-08-03,CA_2,FOODS_3,CA,1427.0,1824.0730273158167,-397.0730273158167,56,-11.501883919436295,75.00584926262098,111.20367211676188,-3.467251899663328,,drop,1
development_3,d_1650,2015-08-05,CA_3,HOBBIES_1,CA,760.0,536.5806945794387,223.41930542056127,56,-39.349973276721585,45.68506025679554,67.73267033672506,3.879505671206466,,spike,1
